0,617019,108270
1,93074,54667
2,77731,57321
3,92618,67024
4,78632,65535
5,80431,56527
6,109328,59533
7,84446,63569
8,86292,65313
9,85748,71753
10,85935,54051
11,109286,69342
12,85189,68972
13,109803,84774
14,92818,56443
15,77022,50471
16,82982,49785
17,80165,56513
18,84281,59904
19,93178,68255
20,82417,55292
21,88197,55065
22,80299,59278
23,87120,68690
24,90751,57130
25,111352,75092
26,78529,49335
27,94256,68036
28,103956,86401
29,98326,73844
30,80674,59440
31,77537,62622
32,79855,53803
33,91985,60289
34,86998,57322
35,91052,61790
36,80713,71285
37,92371,71839
38,86943,52352
39,109868,61726
40,84611,50306
41,82285,51402
42,77853,74910
43,95987,66316
44,96958,59956
45,84251,62644
46,84806,56822
47,82443,58185
48,89414,87215
49,88683,79427
50,89864,74475
51,86608,73821
52,100799,58526
53,84302,68003
54,95235,71164
55,84227,52006
56,87032,63300
57,85659,61113
58,84854,58753
59,100926,73005
60,77704,53767
61,82753,60233
62,79818,55883
63,89399,52137
64,81365,62715
65,87523,53700
66,81860,51768
67,76825,50497
68,99925,90519
69,95836,85982
70,105464,61229
71,108642,63701
72,91695,95834
73,79502,78791
74,88880,100073
75,94950,69585
76,78184,55128
77,91998,51772
78,85490,71547
79,99929,65455
80,81776,50994
81,80296,58280
82,89139,51730
83,89369,66478
84,85427,55745
85,92836,61922
86,83362,60662
87,86620,55243
88,82576,53332
89,90801,57827
90,80734,54076
91,95995,61792
92,93787,63024
93,79760,53116
94,90212,59419
95,77255,55599
96,82234,51571
97,86134,55377
98,86861,65483
99,87203,71994
100,88529,51336
101,77806,53300
102,88656,76842
103,112741,92570
104,85780,61776
105,101264,66280
106,78144,54296
107,93559,77849
108,87490,66817
109,85063,56638
110,84154,52963
111,82765,52427
112,79854,64956
113,90213,60374
114,97375,77234
115,85636,57136
116,78592,56217
117,82018,70351
118,79202,56999
119,88819,57212
120,96002,82900
121,92693,75549
122,97910,67999
123,85848,52185
124,77907,61918
125,84955,56304
126,89306,60310
127,94392,96535
128,87822,57982
129,87875,59614
130,90555,70289
131,79081,51927
132,82253,73018
133,97510,67190
134,83382,55111
135,103919,61941
136,76978,56543
137,91216,61605
138,85735,58852
139,78219,58925
140,99728,66979
141,78979,52126
142,78587,54649
143,87199,70599
144,79096,55674
145,87475,55807
146,82257,51615
147,98456,63650
148,89024,54599
149,105226,68588
150,96877,59191
151,99589,71086
152,96670,71862
153,83667,56707
154,94471,53914
155,102068,83021
156,90456,59142
157,92527,68108
158,91425,79229
159,85086,54424
160,97049,64404
161,81671,57050
162,82605,53287
163,93329,59393
164,90819,54132
165,94182,66192
166,84177,60333
167,83047,56536
168,97316,58098
169,91089,59198
170,88754,76843
171,100272,66758
172,96252,69149
173,100395,87217
174,99519,65217
175,96604,59348
176,85049,59615
177,84166,58304
178,85158,63386
179,85394,55084
180,102740,63985
181,91253,74127
182,83389,56190
183,101326,112758
184,101401,74973
185,107453,74020
186,102641,66217
187,106593,71070
188,86364,58404
189,88410,59435
190,89863,58465
191,84481,74576
192,119735,69541
193,93611,54675
194,85866,62961
195,84108,55496
196,93594,59325
197,94585,63029
198,95873,78790
199,97962,64510
200,86226,57709
201,97468,66388
202,90210,58202
203,88463,54626
204,88824,64568
205,85399,55636
206,89690,58740
207,98601,75077
208,86695,58442
209,87859,58976
210,86205,57157
211,110783,65215
212,104677,64984
213,90082,64838
214,84925,55673
215,88444,57823
216,95180,69219
217,84918,56840
218,90947,62274
219,89975,69035
220,84212,64306
221,97147,81908
222,87824,53166
223,86934,58078
224,83277,66151
225,86641,61262
226,104925,67462
227,85792,67953
228,82813,55971
229,90549,58725
230,84485,58372
231,96328,81435
232,157906,72317
233,106109,76660
234,94842,68935
235,105956,86501
236,98641,92714
237,102771,68183
238,97723,66123
239,93865,70322
240,90558,54899
241,86857,62430
242,86754,58018
243,103207,69588
244,94208,65901
245,84740,59011
246,88635,58517
247,83603,54377
248,90744,58574
249,103582,66842
250,87526,56055
251,87026,57636
252,94662,75028
253,89628,239552
254,646024,73005
255,114069,111984
256,109258,120736
257,110480,60476
258,106520,90415
259,104922,68627
260,101537,58184
261,102785,95689
262,94433,56496
263,142077,151702
264,156032,79834
265,113154,207329
266,178541,134253
267,138835,96692
268,87850,78420
269,90368,60325
270,94977,130539
271,267862,102169
272,115698,69091
273,113849,87361
274,135016,70108
275,278759,152525
276,174861,86982
277,117158,95473
278,100044,59272
279,123507,68220
280,100920,63621
281,115389,96197
282,101838,83633
283,89410,62820
284,97195,76137
285,109430,74746
286,95808,66195
287,92592,69898
288,91153,57337
289,93677,58299
290,94797,62816
291,91071,60359
292,166863,147541
293,100656,58119
294,117415,80613
295,92140,68045
296,86572,61876
297,94644,56337
298,103201,98401
299,100890,66789
300,95485,59903
301,81655,58793
302,104215,62341
303,98351,70098
304,95219,80086
305,103405,74135
306,94435,67701
307,84093,68827
308,115255,84132
309,105199,59203
310,88337,78483
311,100366,70749
312,103549,57487
313,87274,68419
314,121759,69593
315,86639,57899
316,104328,83191
317,81809,54359
318,91123,52854
319,83765,80331
320,99382,72112
321,148887,72646
322,85277,77041
323,100455,66239
324,89926,55944
325,99951,76283
326,84129,59715
327,101904,68721
328,81302,67413
329,82615,55604
330,95410,61965
331,102772,69433
332,112723,73665
333,80894,61958
334,86942,57159
335,94138,57097
336,92818,74158
337,88418,52525
338,85417,52251
339,81589,63319
340,91879,58972
341,90013,58201
342,95012,62442
343,93939,97537
344,201466,77473
345,106566,95301
346,167408,244679
347,115283,123581
348,124417,66039
349,134945,86806
350,101686,84797
351,125992,73601
352,99536,70132
353,112811,89241
354,97236,58325
355,98772,111000
356,109587,69714
357,98300,131537
358,111907,72247
359,169106,107359
360,121300,90860
361,118715,83776
362,102614,63782
363,149642,73160
364,93715,67907
365,84577,56079
366,99858,54520
367,84829,60062
368,85491,58445
369,98736,57876
370,85882,72224
371,139377,104321
372,120297,64541
373,92255,68106
374,100848,82644
375,102305,77750
376,88111,65286
377,84486,73781
378,92244,137039
379,89275,79130
380,116450,86047
381,89314,81770
382,87161,57333
383,101674,74072
384,94560,68370
385,78721,53153
386,84365,63436
387,87941,59824
388,86298,69313
389,90708,58806
390,78044,56693
391,83782,66930
392,95179,73098
393,93396,69146
394,81151,54410
395,81540,51835
396,90965,76323
397,95392,81584
398,112125,71060
399,88349,63324
400,78757,51587
401,95014,53687
402,82305,59679
403,87898,53051
404,79140,55210
405,84707,57335
406,85051,57672
407,82851,61936
408,106828,67277
409,82045,52249
410,79435,58229
411,84861,55038
412,88470,61674
413,87540,57576
414,80910,55844
415,90324,66904
416,80158,62467
417,113610,75921
418,85644,55013
419,78694,50748
420,83538,54069
421,90614,71508
422,86295,54584
423,92566,60841
424,84967,56023
425,80904,53347
426,76844,57565
427,82783,65270
428,109805,79368
429,92704,67586
430,85662,73256
431,88765,56228
432,85825,71763
433,99628,63860
434,85892,66670
435,89010,61271
436,92029,58356
437,99256,66846
438,99816,58643
439,91427,60973
440,98311,73429
441,82194,57326
442,98475,57894
443,91140,60752
444,86976,56439
445,83237,60942
446,88559,69895
447,100744,58781
448,85059,61860
449,77619,50851
450,91868,65912
451,96809,71795
452,95034,58970
453,138485,80259
454,92894,103851
455,84896,55566
456,107743,73421
457,95968,64543
458,100293,59398
459,88582,63695
460,80395,52728
461,86479,54259
462,101429,68818
463,80007,51292
464,85622,52439
465,85565,63683
466,106684,75001
467,103861,70618
468,88420,61525
469,87595,62846
470,82124,72135
471,90931,61947
472,133138,57642
473,91083,81882
474,88408,64393
475,87380,62323
476,90949,67497
477,119319,68161
478,81440,58381
479,82938,55181
480,83563,52070
481,99416,80438
482,106117,68033
483,88226,67407
484,83016,58584
485,91845,78346
486,108190,66260
487,92088,73109
488,101534,58953
489,97802,65582
490,86255,61499
491,84731,53979
492,121441,78434
493,89600,58590
494,93806,60234
495,97462,67701
496,86435,62945
497,101186,56965
498,80062,59997
499,93323,74498
500,92616,57467
501,83132,61961
502,85271,53144
503,88238,56327
504,96456,70383
505,97449,86770
506,95473,93576
507,122544,73379
508,100217,69746
509,95632,68269
510,91387,61763
511,89477,68453
512,102456,57300
513,80008,53967
514,78886,59376
515,107981,79297
516,103936,57333
517,84571,57183
518,85326,63918
519,88954,60289
520,90780,86023
521,101234,60104
522,89496,61834
523,84995,58942
524,88908,62856
525,93887,55644
526,87185,56101
527,82823,52896
528,89298,72792
529,98691,81588
530,88931,58060
531,101782,57407
532,93472,64043
533,78939,51204
534,84728,51393
535,104226,214486
536,128058,121940
537,172575,82311
538,139822,80033
539,91327,66317
540,93807,62501
541,86469,59026
542,100374,59922
543,85396,74081
544,96294,52663
545,86924,56356
546,92609,194805
547,112085,60744
548,100997,148111
549,168886,126033
550,146552,81049
551,106547,67146
552,115121,163245
553,146257,96595
554,242431,65172
555,113744,103063
556,110564,104451
557,150198,164632
558,96152,127866
559,112899,95503
560,153334,73253
561,94906,59854
562,89216,63031
563,93021,69342
564,114728,80844
565,119187,52129
566,100783,69931
567,94773,72205
568,93482,57074
569,86178,83745
570,94812,53749
571,88769,54073
572,79284,60323
573,101069,62119
574,90270,61981
575,86753,58594
576,82723,55626
577,97368,69426
578,83233,58903
579,78163,62198
580,100580,76534
581,106551,71948
582,96447,68801
583,106967,83852
584,103276,66344
585,92169,62401
586,87501,58157
587,89054,57244
588,89710,58968
589,87385,80834
590,81128,54220
591,100729,66050
592,91570,69865
593,121571,66950
594,102060,77017
595,106770,61534
596,83959,60974
597,96157,76969
598,96577,74549
599,77709,50564
600,81621,50149
601,83390,63184
602,92202,52236
603,82668,64202
604,98084,62035
605,84077,50980
606,77632,60410
607,95832,63787
608,85889,58416
609,101289,70158
610,83840,55003
611,101227,68815
612,82886,57328
613,77325,58557
614,98360,52214
615,78291,55685
616,80103,58648
617,99159,60155
618,80094,59193
619,83666,71679
620,94205,57419
621,81332,73064
622,97800,65173
623,79860,59118
624,79429,54548
625,106920,64542
626,83341,71519
627,100103,68833
628,85295,55554
629,91233,64276
630,81264,59398
631,82989,55815
632,90390,58091
633,81115,53331
634,94343,59761
